;Job Title;min_salary;max_salary;Rating;Company Name;python;excel;hadoop;spark;aws;tableau;big_data
222;Equity Data Insights Analyst - Quantitative Analyst;71;123;3.6;T. Rowe Price;1;1;0;0;0;1;0
223;Data Scientist;71;123;0.0;Encode, Inc.;0;1;0;0;1;0;1
224;Research Scientist - Patient-Centered Research (Remote);71;123;3.8;Evidera;0;1;0;0;0;0;0
225;Data Scientist;71;123;3.3;BWX Technologies;1;0;0;0;0;0;0
226;Operations Data Analyst;71;123;3.8;Brighthouse Financial;0;0;0;0;0;0;0
227;Sr. Data Scientist II;71;123;3.5;Argo Group US;1;0;1;1;1;0;0
228;Data Scientist;71;123;3.3;II-VI Incorporated;0;1;0;0;0;0;0
229;Data Scientist;71;123;4.6;Surya Systems;1;0;1;0;0;1;0
230;Senior Data Analyst;71;123;3.9;Life360;1;0;0;0;0;1;0
231;Data Scientist;71;123;3.9;Predictive Research Inc;1;0;0;0;0;0;0
232;Data Scientist;90;124;4.7;Oversight Systems;1;1;0;0;0;0;0
233;Senior Research Statistician- Data Scientist;90;124;4.8;Acuity Insurance;0;0;0;0;0;0;0
234;Software Data Engineer;90;124;3.1;1010data;1;1;0;0;1;0;0
235;Data Scientist;90;124;3.6;Gigya;0;0;0;0;0;0;1
236;Real World Evidence (RWE) Scientist;90;124;5.0;Genesis Research;1;0;0;0;0;0;0
237;Data Scientist;90;124;3.7;Sanofi;1;0;0;0;0;1;1
238;Data Scientist;90;124;3.7;XPO Logistics;1;0;0;0;0;0;1
239;DATA SCIENTIST;90;124;3.9;Trace Data;1;0;0;1;0;0;0
240;Data Scientist;90;124;4.3;Descript;1;0;0;0;0;0;0
241;Computer Scientist 1;90;124;4.2;Rincon Research Corporation;1;0;0;0;0;0;0
242;Lead Data Scientist;90;124;3.7;MassMutual;1;0;1;1;1;0;0
243;Data Scientist;90;124;4.0;Better Hire;0;0;0;0;0;0;0
244;Data Scientist;90;124;3.3;Parker Hannifin;1;1;0;0;0;0;0
245;Data Scientist;90;124;4.1;Gallup;1;1;0;0;0;0;0
246;Data Scientist;90;124;3.3;Insider Inc;1;1;0;0;0;0;0
247;Data Scientist;90;124;3.9;Rapid Value Solutions;1;0;0;0;1;0;0
248;Environmental Data Science;90;124;3.1;Battelle;0;1;0;0;0;0;0
249;Computational Behavioral Scientist;90;124;4.2;Ntrepid;1;0;0;0;0;0;0
250;Data Scientist;90;124;5.0;The Drive Media, Inc.;1;1;0;0;0;0;0
251;Staff BI and Data Engineer;90;124;2.9;Affinity Solutions;1;0;0;1;0;1;1
252;Principal Machine Learning Scientist;90;124;4.7;Sage Intacct;1;0;0;0;0;0;0
253;Principal Data Scientist - Machine Learning;90;124;3.6;Constant Contact;1;1;1;1;1;0;1
254;Data Scientist-Human Resources;91;150;3.8;MIT Lincoln Laboratory;1;0;1;1;0;0;1
255;Associate Data Scientist;91;150;3.3;Puget Sound Energy;0;1;1;1;0;0;0
256;Data Scientist - Statistics, Mid-Career;91;150;3.7;Pacific Northwest National Laboratory;0;0;0;0;0;0;0
257;Director of Data Science;91;150;3.8;Analysis Group;1;1;0;0;1;0;0
258;Data Scientist;91;150000;3.2;US Pharmacopeia;1;1;0;0;0;1;0
259;Data Scientist;91;150;4.6;Itlize Global;1;0;1;1;0;0;1
260;DATA SCIENTIST;91;150;3.5;eBay;1;0;1;0;0;1;1
261;Data Engineer, Digital & Comp Pathology;91;150;5.0;Paige;1;1;0;0;1;0;0
262;Data Engineer;91;150;4.1;Shape Security;1;0;0;0;1;0;1
263;Manager / Lead, Data Science & Analytics;91;150;4.1;ABIOMED;1;1;0;0;0;1;0
264;Data Scientist;91;150;3.5;Comcast;1;0;0;0;1;1;0
265;Data Scientist;91;150;3.2;Metronome, LLC;1;0;0;1;0;0;1
266;Data Scientist;91;150;5.0;SkillSoniq;1;0;0;0;0;0;0
267;Data Scientist;91;150;4.7;Lawrence Livermore National Lab;1;1;0;0;0;0;1
268;Diversity and Inclusion Data Analyst;91;150;3.8;FHLBank Pittsburgh;0;0;0;0;1;1;0
269;Data Scientist;91;150;3.6;Jacobs;1;0;1;1;1;1;0
270;Data Scientist;91;150;4.8;Klaviyo;0;0;0;0;0;0;0
271;Data Scientist;91;150;3.3;Underwriters Laboratories;0;0;0;1;0;0;0
272;Data Scientist;91;150;3.7;Altus Group;1;1;0;0;1;1;0
273;Data Scientist;91;150;5.0;Jobot;1;1;0;0;0;1;0
274;Data Scientist;91;150;0.0;Trovetechs Inc;0;0;0;0;0;0;0
275;Senior Analyst/Data Scientist;141;225;3.4;Edmunds.com;1;1;0;0;1;1;0
276;Data Scientist;141;225;5.0;Cohere Health;1;1;0;0;0;0;0
277;Data Scientist;141;225;0.0;Trovetechs Inc;0;0;0;0;0;0;0
278;Senior Data Scientist - R&D Oncology;141;225;4.0;AstraZeneca;1;0;0;0;0;0;0
279;DATA SCIENTIST;141;225;4.2;Oshkosh Corporation;1;1;1;1;0;0;1
280;DATA SCIENTIST;141;225;4.3;Joby Aviation;1;1;0;1;1;0;1
281;Data Scientist;141;225;3.4;Mackin;1;0;0;0;0;0;0
282;Data Scientist;141;225;0.0;PETADATA;1;1;0;0;0;1;0
283;Data Scientist;141;225;4.4;VBeyond Corporation;1;0;0;0;0;0;0
284;Data Scientist Machine Learning;141;225;3.5;Leidos;1;0;0;0;1;0;0
285;Data Scientist;141;225;3.7;Take-Two;1;1;0;1;1;1;0
286;Data Scientist;141;225;3.7;Colony Brands;1;0;0;0;0;0;0
287;Data Scientist;141;225;4.1;Capio Group;1;0;0;0;0;0;0
288;Data Scientist;141;225;3.4;SleePare;1;0;0;1;0;0;0
289;Data Analyst;141;225;4.5;ShorePoint;0;1;0;0;0;1;0
290;DATA SCIENTIST;141;225;3.5;Dolphin;1;0;0;1;0;0;0
291;Data Scientist;141;225;3.6;TE Connectivity;0;0;0;0;0;0;0
292;DATA SCIENTIST;141;225;3.2;State of Virginia;1;0;1;0;0;0;1
293;Data Scientist;141;225;3.7;TA Digital;1;0;0;0;1;0;1
294;DATA SCIENTIST;141;225;4.0;Market America Inc;1;1;1;1;0;0;0
295;Data Scientist;145;225;3.2;Triplebyte;0;0;0;0;0;0;0
296;Data Scientist;145;225;4.5;Kingfisher Systems;1;0;0;0;0;1;0
297;Data Scientist;145;225;3.9;ALTA IT Services;1;0;0;0;0;1;0
298;Data Scientist;145;225;3.2;Kollasoft Inc.;1;1;0;0;0;0;0
299;Data Scientist;145;225;5.0;Kollasoft Inc.;1;1;0;0;0;0;0
300;Data Scientist;145;225;3.4;ASRC Federal Holding Company;0;1;0;0;0;0;0
301;Data Scientist;145;225;4.4;Adwait Algorithm;1;0;1;1;0;0;1
302;Health Plan Data Analyst, Sr;145;225;3.8;Cook Children's Health Care System;0;0;0;0;0;0;0
303;Principal Scientist/Associate Director, Quality Control and Analytical Technologies;145;225;3.8;Rubius Therapeutics;0;0;0;0;0;0;0
304;Data Scientist;145;225;3.5;Cambridge FX;1;1;0;0;0;1;0
305;Senior Data Scientist;145;225;3.8;Metromile;1;0;0;1;1;0;0
306;Data Scientist;200;200;3.9;Criteo;1;0;1;1;0;0;1
307;DATA SCIENTIST;145;225;3.4;Advance Sourcing Concepts;1;0;0;0;1;0;0
308;DATA SCIENTIST;145;225;3.8;Enterprise Solutions Inc;1;1;0;0;0;1;0
309;Analytics - Business Assurance Data Analyst;145;225;4.6;GreatAmerica Financial Services;0;1;0;0;0;1;0
310;Data Scientist;145;225;0.0;Microagility;0;1;0;0;0;0;0
311;Data Scientist;145;225;4.6;Conch Technologies, Inc;0;0;0;0;0;0;0
312;Development Scientist, Voltaren;145;225;3.9;GSK;0;0;0;0;1;0;0
313;Data Scientist;145;225;0.0;Rainmaker Resources, LLC;0;1;0;0;0;0;1
314;Data Scientist;79;147;3.7;GovTech;1;1;0;0;0;1;0
315;Data Scientist;79;147;3.3;Intellectual Ventures;1;1;0;0;0;0;0
316;Data Engineer;79;147;4.4;Rocket Lawyer;1;1;1;0;0;0;1
317;DATA SCIENTIST;79;147;3.7;22nd Century Technologies;0;0;0;0;0;0;1
318;Data Scientist;79;147;3.3;Huxley;1;0;0;0;0;0;0
319;DATA SCIENTIST;79;147;3.4;FM Systems;1;1;0;1;1;0;1
320;Data Scientist;79;147;0.0;B4Corp;1;1;0;0;0;0;0
321;Machine Learning Engineer;79;147;3.7;Mteq;1;0;0;0;0;0;0
322;Principal Data & Analytics Platform Engineer;79;147;3.7;Blue Cross and Blue Shield of North Carolina;1;1;0;1;1;0;1
323;Machine Learning Engineer/Scientist;79;147;4.8;Jane Street;0;0;0;0;0;0;0
324;Data Scientist;79;147;5.0;SSATI;1;1;0;0;0;0;0
325;Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab;79;147;3.9;Novartis;0;0;0;0;0;0;0
326;Data Scientist;79;147;3.4;Solving IT International Inc;0;1;0;0;0;0;0
327;Data Scientist;79;147;3.3;The Davey Tree Expert Company;1;1;0;0;0;0;0
328;Data Scientist;79;147;4.6;Centauri;0;0;0;0;0;0;0
329;Data Scientist;79;147;0.0;Stride Search;1;0;0;0;0;0;0
330;Machine Learning Engineer;79;147;2.6;Software Engineering Institute;1;0;0;0;0;0;0
331;Data Analyst - Unilever Prestige;79;147;3.8;Dermalogica;1;0;0;0;0;1;0
332;Data Scientist;79;147;4.8;TechProjects;1;1;0;0;0;1;0
333;VP, Data Science;79;147;3.9;7Park Data;1;1;0;1;0;0;0
334;DATA SCIENTIST;146;122;4.0;Netskope;1;1;0;1;0;0;1
335;DATA SCIENTIST;122;146;4.2;Eversight;1;0;0;0;0;0;0
336;Senior Business Intelligence Analyst;122;146;3.7;Protolabs;0;0;0;0;0;0;0
337;Data Scientist;122;146;3.0;Ameritas Life Insurance Corp;0;0;0;0;0;0;0
338;Data Engineer - Kafka;122;146;3.5;Western Digital;1;0;1;1;1;0;0
339;Data Scientist;122;146;2.9;Shimento, Inc.;1;0;1;1;0;0;1
340;Data Scientist;122;146;5.0;Averity;0;0;0;0;0;0;0
341;Data Scientist;122;146;4.7;Praxis Engineering;0;0;0;0;1;0;1
342;Data Scientist;122;146;0.0;Point72 Ventures;0;0;0;0;0;0;0
343;Decision Scientist;122;146;4.5;Johns Hopkins University Applied Physics Laboratory;0;1;0;1;0;0;0
344;Data Scientist;122;146;4.9;Cambridge Mobile Telematics;1;0;0;1;1;0;0
345;Data Science All Star Program - Data Engineer Track;122;146;4.6;Blend360;1;0;1;1;1;0;0
346;Data Scientist - TS/SCI FSP or CI Required;122;146;5.0;Phoenix Operations Group;1;0;0;1;0;0;1
347;Data Analyst;122;146;3.9;Nolij Consulting;1;1;0;0;0;1;0
348;Data Scientist;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
349;DATA SCIENTIST;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
350;DATA SCIENTIST;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
351;DATA SCIENTIST;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
352;Data Scientist;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
353;Data Scientist;122;146;0.0;Hatch Data Inc;1;0;0;1;1;0;0
354;Senior Data Scientist;122;146;3.5;Maxar Technologies;1;1;0;0;0;0;1
355;Data Scientist;112;116;4.3;Quick Base;1;1;0;0;0;1;0
356;data scientist;112;116;3.7;Takeda;1;0;0;1;0;0;0
357;Data Scientist;112;116;3.5;Maxar Technologies;1;0;1;1;0;1;0
358;ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR;112;116;3.9;Southwest Research Institute;1;1;0;0;0;0;0
359;Data Scientist;112;116;4.7;Compass Consulting Group;1;0;0;0;0;0;0
360;Data Science Software Engineer;112;116;4.8;Klaviyo;1;0;0;0;0;0;0
361;AI Ops Data Scientist;112;116;4.0;AstraZeneca;1;0;1;1;1;0;0
362;Data Scientist;112;116;4.4;SolutionIT, Inc.;0;0;0;0;0;0;0
363;Data Scientist;112;116;3.2;Perspecta;1;0;1;0;0;0;1
364;Data Scientist;112;116;4.5;Smith Hanley Associates;1;0;0;0;0;0;0
365;Scientist - Machine Learning;112;116;3.5;Allen Institute;0;0;0;0;0;0;0
366;Data Scientist;112;116;4.4;Eliassen Group;1;0;0;0;0;0;0
367;Data Scientist;112;116;3.1;Bayside Solutions;1;1;0;0;0;1;0
368;Sr. Data Scientist;112;116;3.5;Evolve Vacation Rental;1;0;0;0;0;0;0
369;data scientist;112;116;3.8;AgreeYa Solutions;1;1;0;0;0;0;0
370;data scientist;112;116;3.7;Carolina Power & Light Co;1;1;0;0;0;0;1
371;Analytics Manager - Data Mart;112;116;3.5;Central California Alliance for Health;0;0;0;0;0;1;0
372;Data Modeler (Analytical Systems);112;116;3.7;MassMutual;0;1;1;1;0;0;1
373;Applied AI Scientist / Engineer;112;116;5.0;New Iron Group, Inc.;1;0;0;0;0;0;0
374;Data Engineer (Analytics, SQL, Python, AWS);112;116;4.0;Travelers;1;0;0;1;1;0;1
375;Senior Data Analyst - Finance & Platform Analytics;112;116;3.6;Twitch;1;0;0;0;0;1;0
376;Senior Data Scientist;110;163;4.8;Klaviyo;0;0;0;0;0;0;0
377;Market Research Data Scientist;110;163;3.8;GutCheck;0;1;0;0;0;0;0
378;IT Partner Digital Health Technology and Data Science;110;163;3.6;Biogen;0;1;0;0;0;0;0
379;Data Scientist;110;163;0.0;HireAi;1;1;0;1;0;1;0
380;Data Scientist;110;163;0.0;HireAi;1;1;0;1;0;1;0
381;Senior Machine Learning Scientist - Bay Area, CA;110;163;3.3;Tempus Labs;1;0;0;0;1;0;0
382;Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG;110;163;4.1;Mentor Graphics;1;1;0;0;0;0;0
383;Senior Clinical Data Scientist Programmer;110;163;3.6;WCG (WIRB-Copernicus Group);0;1;0;0;0;0;0
384;Data Engineer;110;163;4.5;Kingfisher Systems;1;0;0;0;0;0;0
385;Computer Vision / Deep Learning Scientist;110;163;3.3;Tempus Labs;0;0;0;0;1;0;0
386;Data Solutions Engineer - Data Modeler;110;163;3.4;Liberty Mutual Insurance;1;0;0;0;0;0;0
387;Data Scientist;110;163;4.3;Visionary Integration Professionals;0;1;0;0;0;0;0
388;Data Scientist (TS/SCI w/ Poly);110;163;3.5;Maxar Technologies;1;0;0;0;0;0;0
389;Weapons and Sensors Engineer/Scientist;110;163;4.0;Dynetics;1;0;0;0;0;0;0
390;Applied Computer Scientist;110;163;4.5;Systems & Technology Research;0;0;0;0;0;0;0
391;Senior Data Analyst;110;163;4.5;Novetta;1;1;0;0;0;0;0
392;Cloud Data Engineer (Azure);-50;163;3.9;Navy Federal Credit Union;0;0;0;0;0;1;0
393;Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift;110;163;4.0;Exact Sciences Corporation;0;0;0;0;0;0;0
394;Sr. Data Analyst;110;163;3.6;Community Behavioral Health;0;1;0;0;0;1;0
395;Senior Scientist - Toxicologist - Product Integrity (Stewardship);110;163;3.3;Reynolds American;0;1;0;0;0;0;0
396;Senior Machine Learning Engineer;110;163;5.0;LifeOmic;0;0;0;1;1;0;0
397;Product Data Scientist - Ads Data Science;124;198;4.1;Twitter;1;0;0;0;0;0;0
398;Data Scientist;124;198;3.2;Postmates - Corporate HQ;1;0;0;1;0;0;0
399;Data Scientist;124;198;4.9;Visionist, Inc.;1;0;1;1;0;1;0
400;Data Scientist;124;198;0.0;Navio;0;0;0;0;1;0;0
401;Data Scientist;124;198;3.3;Concerto HealthAI;1;0;0;0;0;0;0
402;Data Scientist;124;198;0.0;Evolvinc;1;1;1;1;1;0;1
403;Data Scientist;124;198;5.0;PROPRIUS;1;0;1;1;0;1;1
404;Data Scientist;124;198;3.4;TECHNOCRAFT Solutions;1;0;0;0;0;0;1
405;Data Scientist;124;198;4.1;Latitude, Inc.;1;0;0;0;0;1;0
406;Data Scientist;124;198;5.0;Royce Geospatial;1;0;0;0;0;0;1
407;Data Scientist;124;198;4.2;CyberCoders;1;0;0;0;0;0;0
408;Data Scientist;124;198;3.7;Booz Allen Hamilton Inc.;1;0;1;0;0;1;1
409;Data Scientist;124;198;3.8;Burns & McDonnell;1;1;0;0;0;0;0
410;Data Scientist;124;198;4.8;InvenTech Info;1;0;0;0;0;0;0
411;Data Scientist;124;198;3.5;Robert Half;1;0;1;1;0;0;0
412;Analytics - Business Assurance Data Analyst;124;198;4.6;GreatAmerica Financial Services;0;1;0;0;0;1;0
413;Data Scientist;124;198;4.5;Conflux Systems Inc.;1;1;1;1;1;0;0
414;Data Scientist;124;198;3.9;Criteo;1;0;1;1;0;0;1
415;data scientist;124;198;3.4;Voice;1;0;0;0;0;0;0
416;data scientist;124;198;0.0;Microagility;0;1;0;0;0;0;0
417;data scientist;124;198;4.1;Coverent;1;1;0;0;0;0;0
418;data scientist;79;133;3.7;Via Transportation;1;0;0;0;0;1;0
419;Senior Data Scientist;79;133;3.5;Benson Hill;1;1;0;0;0;0;1
420;Data Scientist;79;133;4.6;Conch Technologies, Inc;0;0;0;0;0;0;0
421;Data Scientist;79;133;0.0;Falcon IT & Staffing Solutions;1;1;0;0;0;0;0
422;Data Scientist;79;133;0.0;Rainmaker Resources, LLC;0;1;0;0;0;0;1
423;Data Engineer;79;133;4.4;Rocket Lawyer;1;1;1;0;0;0;1
424;Data Scientist;79;133;3.6;DataLab USA;1;1;0;0;0;1;0
425;Data Scientist;79;133;3.1;Werner Enterprises Inc;0;0;0;0;0;0;0
426;Data Scientist;79;133;5.0;PeopleCom;1;0;0;0;0;0;0
427;Data Scientist - Machine Learning;79;133;5.0;VANTA Partners;1;0;0;1;0;0;0
428;Data Scientist;79;133;0.0;B4Corp;1;1;0;0;0;0;0
429;Data Scientist;79;133;0.0;Blue Icy Water, LLC;0;1;0;0;0;0;0
430;Data Scientist;79;133;3.5;Farmer's Business Network, Inc.;1;1;0;0;0;0;1
431;Data Scientist;79;133;0.0;Sonde Health;1;0;0;0;1;0;0
432;Data Scientist;79;133;5.0;Maxiom;1;1;1;0;0;1;0
433;Data Scientist;79;133;2.7;Change Healthcare;0;1;0;0;1;0;0
434;Data Scientist;79;133;4.1;DCS Corp;1;1;0;0;0;0;1
435;Data Scientist;79;133;2.1;Hive (CA);1;0;1;1;0;0;0
436;Machine Learning Engineer/Scientist;79;133;4.8;Jane Street;0;0;0;0;0;0;0
437;Data Scientist - Intermediate;69;116;4.5;Envision LLC;1;1;0;0;0;0;0
438;Principal Data Scientist;69;116;4.0;Autodesk;1;1;1;1;1;0;1
439;Data Scientist;69;116;3.3;Hackensack Meridian Health;1;0;0;0;0;1;0
440;Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab;69;116;3.9;Novartis;0;0;0;0;0;0;0
441;Data Scientist;69;116;3.2;Net2Source Inc.;1;1;1;1;0;0;0
442;Data Scientist;69;116;3.2;The Trade Desk;1;0;0;1;1;0;1
443;Data Scientist- Industrial Discrete Sector Industry;69;116;3.7;IBM;1;1;0;0;1;0;0
444;Data Scientist;69;116;4.4;Knowesis Inc.;1;0;1;0;1;1;0
445;data scientist;69;116;3.1;MoTek Technologies;1;1;0;0;0;0;0
446;data scientist;69;116;3.3;The Davey Tree Expert Company;1;1;0;0;0;0;0
447;data scientist;69;116;3.5;HPOne;1;1;0;0;0;1;0
448;data scientist;69;116;0.0;Stride Search;1;0;0;0;0;0;0
449;Machine Learning Engineer;69;116;2.6;Software Engineering Institute;1;0;0;0;0;0;0
450;Data Scientist;69;116;0.0;Blue Cloak LLC;1;0;1;1;1;1;0
451;data scientist;69;116;2.7;TBWA\Chiat\Day;1;1;0;0;0;1;0
452;data scientist;69;116;3.5;ThreeBridge Solutions;1;0;0;0;0;0;0
453;data scientist;69;116;3.2;Numeric, LLC;1;0;1;1;1;0;1
454;Data Analyst - Unilever Prestige;69;116;3.8;Dermalogica;1;0;0;0;0;1;0
455;Data Scientist;69;116;4.2;Centraprise;1;0;0;0;0;0;0
456;Data Scientist;69;116;4.8;TechProjects;1;1;0;0;0;1;0
457;Data Scientist;69;116;4.2;DW Simpson;1;1;0;0;0;1;0
458;Data & Machine Learning Scientist;31;56;3.3;Tempus Labs;1;0;0;0;1;0;0
459;Data Scientist;31;56;4.0;Grid Dynamics;1;1;0;0;0;1;1
460;VP, Data Science;31;56;3.9;7Park Data;1;1;0;1;0;0;0
461;Senior Business Intelligence Analyst;31;56;3.7;Protolabs;0;0;0;0;0;0;0
462;Data Scientist;31;56;3.9;LinQuest;1;1;0;0;0;1;0
463;Data Engineer - Kafka;31;56;3.5;Western Digital;1;0;1;1;1;0;0
464;Data Scientist;31;56;-4.0;Trexquant Investment;1;0;0;0;0;0;0
465;data scientist;31;56;3.0;Ameritas Life Insurance Corp;0;0;0;0;0;0;0
466;data scientist;31;56;3.7;Fleetcor;1;1;0;0;0;1;0
467;data scientist;31;56;4.5;Radiant Digital;1;1;1;1;0;0;0
468;data scientist;31;56;2.8;Child Care Aware of America;1;1;0;0;1;0;0
469;data scientist;31;56;4.1;IntelliPro Group Inc.;1;1;1;0;0;0;0
470;In-Line Inspection Data Analyst;31;56;2.9;Quest Integrity;0;1;0;0;0;0;0
471;Data Scientist;31;56;4.7;Praxis Engineering;0;0;0;0;1;0;1
472;Data Scientist;31;56;3.4;USI;1;1;0;0;0;0;0
473;Data Scientist;31;56;3.9;Apex Systems;0;0;0;0;0;0;0
474;Data Scientist;31;56;2.9;Pragmatics, Inc.;1;0;1;0;1;0;0
475;Decision Scientist;31;56;4.5;Johns Hopkins University Applied Physics Laboratory;0;1;0;1;0;0;0
476;Data Scientist;31;56;4.9;Cambridge Mobile Telematics;1;0;0;1;1;0;0
477;Data Scientist - TS/SCI FSP or CI Required;31;56;5.0;Phoenix Operations Group;1;0;0;1;0;0;1
478;Data Scientist, Applied Machine Learning - Bay Area;95;119;3.3;Tempus Labs;1;0;0;0;1;0;0
479;Data Scientist;95;119;3.5;The Knot Worldwide;1;0;0;1;1;0;0
480;Data Scientist;95;119;3.5;Crossover Health;1;1;0;0;0;1;1
481;Data Scientist;95;119;4.0;Lorven Technologies Inc;1;0;0;0;0;0;0
482;Data Analyst;95;119;3.9;Nolij Consulting;1;1;0;0;0;1;0
483;Data Scientist;95;119;3.4;Dice.com;1;1;0;0;1;0;0
484;Data Scientist;95;119;3.5;Gap Inc.;1;0;0;1;0;0;1
485;data scientist;95;119;4.7;Tygart Technology, Inc;1;1;1;0;0;0;1
486;data scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
487;data scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
488;data scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
489;Data Scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
490;Data Scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
491;Data Scientist;95;119;0.0;Hatch Data Inc;1;0;0;1;1;0;0
492;Data Scientist;95;119;4.6;Murray Resources;1;1;1;0;0;1;0
493;Data Scientist;95;119;4.0;New York Technology Partners;1;1;1;1;1;0;0
494;Data Scientist;95;119;4.0;Two95 International Inc.;1;0;0;0;0;0;0
495;Data Scientist;95;119;0.0;Sophinea;0;0;0;0;0;0;0
496;Data Scientist;95;119;4.7;CRS Group;0;0;0;0;0;0;0
497;Data Scientist;95;119;3.5;Blackstone Talent Group;1;0;0;0;1;0;0
498;Data Scientist - TS/SCI Required;95;119;5.0;Phoenix Operations Group;1;0;0;1;0;0;1
499;Senior Principal Data Scientist (Python/R);212;331;4.1;Roche;1;1;1;1;0;0;1
500;Real World Science, Data Scientist;212;331;4.0;AstraZeneca;1;0;1;0;0;0;0
501;Data Scientist;212;331;3.6;Creative Circle;1;0;0;0;0;0;0
502;Data Scientist(s)/Machine Learning Engineer;212;331;5.0;Blue Horizon Tek Solutions;1;1;0;0;0;0;0
503;Senior Data Scientist;212000;331000;3.5;Maxar Technologies;1;1;0;0;0;0;1
504;Data Scientist;212;331;4.7;Sharpedge Solutions Inc;1;1;1;1;1;0;0
505;Data Scientist;212;331;3.5;Maxar Technologies;1;0;1;1;0;1;0
506;Data Scientist;212;331;3.6;Alaka`ina Foundation Family of Companies;1;0;0;0;0;0;0
507;ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR;212;331;3.9;Southwest Research Institute;1;1;0;0;0;0;0
508;Data Scientist;212;331;2.7;Hexagon US Federal;0;1;0;0;1;0;0
509;Data Science Software Engineer;212;331;4.8;Klaviyo;1;0;0;0;0;0;0
510;Scientist / Group Lead, Cancer Biology;212;331;0.0;Monte Rosa Therapeutics;0;1;0;0;0;0;0
511;Data Scientist;212;331;4.0;Comtech Global Inc;1;0;1;1;1;1;0
512;Data Scientist;212;331;3.8;Aveshka, Inc.;1;1;0;1;0;0;1
513;Manager, Field Application Scientist, Southeast;212;331;4.2;10x Genomics;0;1;0;0;0;0;0
514;COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING;212;331;3.9;Southwest Research Institute;1;1;0;0;0;0;0
515;Data Scientist;212;331;0.0;CompuForce;0;1;1;1;1;0;1
516;Data Scientist;212;331;4.5;Smith Hanley Associates;1;0;0;0;0;0;0
517;Scientist - Machine Learning;212;331;3.5;Allen Institute;0;0;0;0;0;0;0
518;Data Scientist;212;331;2.7;1-800-Flowers;1;1;0;0;0;1;0
519;Data Scientist;212;331;3.5;Aptive;1;1;0;0;0;1;0
520;Data Scientist - Image and Video Analytics;66;112;4.9;The Mom Project;1;0;1;1;1;0;0
521;Data Scientist;66;112;3.6;Powertek;0;0;0;0;0;0;0
522;Data Scientist;66;112;5.0;JCD Staffing;1;1;0;0;0;1;0
523;Data Scientist;66;112;3.1;Bayside Solutions;1;1;0;0;0;1;0
524;Senior Data Engineer;66;112;3.9;Thumbtack;1;1;0;0;1;0;0
525;Data Scientist;66;112;3.4;MILVETS Systems Technology, Inc.;0;1;0;0;0;0;0
526;Machine Learning Scientist / Engineer;66;112;4.1;Apple;0;0;0;0;0;0;0
527;Data Scientist;66;112;4.1;Kforce;0;0;0;0;0;0;0
528;Sr. Data Scientist;66;112;3.5;Evolve Vacation Rental;1;0;0;0;0;0;0
529;Intelligence Data Analyst, Senior;66;112;4.3;The Buffalo Group;1;0;0;0;0;0;0
530;Data Science Analyst;66;112;4.4;OppLoans;1;0;0;0;0;0;0
531;Data Scientist;66;112;3.8;AgreeYa Solutions;1;1;0;0;0;0;0
532;Data Scientist;66;112;3.7;Carolina Power & Light Co;1;1;0;0;0;0;1
533;COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY;66;112;3.9;Southwest Research Institute;1;1;0;0;0;0;0
534;Data Scientist;66;112;3.9;Brillient;1;1;0;0;0;0;1
535;Data Modeler (Analytical Systems);66;112;3.7;MassMutual;0;1;1;1;0;0;1
536;Data Scientist;66;112;2.9;Xator Corporation;0;0;0;0;0;0;0
537;Data Scientist;66;112;4.6;HAN IT Staffing Inc.;1;1;0;0;0;0;1
538;Data Scientist;66;112;3.4;Infinitive Inc;1;1;1;1;1;0;1
539;Data Engineer (Analytics, SQL, Python, AWS);66;112;4.0;Travelers;1;0;0;1;1;0;1
540;Data Scientist 3 (718);128;201;3.3;Amyris;1;0;0;0;1;0;0
541;Data Scientist;128;201;4.3;Lightspeed Systems;1;0;0;1;1;0;0
542;Senior Data Scientist;128;201;3.9;Thumbtack;1;1;1;1;0;0;0
543;Senior Data Analyst - Finance & Platform Analytics;128;201;3.6;Twitch;1;0;0;0;0;1;0
